Temperature (K),Pressure (MPa),T_critical_distance,P_critical_distance,Na+,K+,Mg+2,Ca+2,SO4-2,Cl-,Dissolved CO2 (mol/kg)
288.15,10.0,-15.98,2.62,5.0,0.0,0.0,0.0,0.0,5.0,0.632
323.15,5.0,19.02,-2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.773
423.0,15.0,118.87,7.62,2.0,0.0,0.0,0.0,1.0,0.0,0.611
273.15,40.0,-30.98,32.62,1.0,0.0,0.0,0.0,0.0,1.0,1.755
424.63,19.74,120.5,12.36,0.0,0.0,1.0,0.0,0.0,2.0,0.736811928300278
293.15,30.0,-10.98,22.62,5.0,0.0,0.0,0.0,0.0,5.0,0.7
353.15,12.0,49.02,4.62,0.0,0.0,0.0,0.0,0.0,0.0,0.987
353.15,10.0,49.02,2.62,3.0,0.0,0.0,0.0,0.0,3.0,0.517
323.15,19.98,19.02,12.6,0.0,0.0,0.0,1.0,0.0,2.0,0.914
333.15,10.05,29.02,2.67,0.0,0.0,0.0,0.2,0.0,0.4,1.01
353.15,2.185,49.02,-5.19,2.022,0.0,0.0,0.0,1.011,0.0,0.1502
323.15,10.05,19.02,2.67,1.0,0.0,0.0,0.0,0.0,1.0,0.91
303.15,5.0,-0.98,-2.38,1.0,0.0,0.0,0.0,0.0,1.0,0.865
323.0,15.0,18.87,7.62,0.666,0.0,0.0,0.0,0.333,0.0,1.029
323.0,10.0,18.87,2.62,2.9856,0.0,0.0,0.6661,0.0,4.3178,0.539
323.15,6.697,19.02,-0.68,2.024,0.0,0.0,0.0,1.012,0.0,0.531
374.8,15.72,70.67,8.34,0.0,0.0,0.0,3.0,0.0,6.0,0.357541857894577
424.65,19.2,120.52,11.82,0.0,0.0,3.0,0.0,0.0,6.0,0.351919847700754
353.15,9.0,49.02,1.62,1.0,0.0,0.0,0.0,0.0,1.0,0.677
333.15,9.0,29.02,1.62,1.0,0.0,0.0,0.0,0.0,1.0,0.79
423.15,15.0,119.02,7.62,1.0,0.0,0.0,0.0,0.0,1.0,0.8
323.0,15.0,18.87,7.62,1.0601,0.0,0.0,0.2172,0.0,1.4945,0.925
303.15,12.5,-0.98,5.12,0.0,0.0,0.0,0.0,0.0,0.0,1.388
313.15,50.0,9.02,42.62,0.0,0.0,0.0,0.0,0.0,0.0,1.707
333.15,8.0,29.02,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.928
313.15,5.0,9.02,-2.38,1.0,0.0,0.0,0.0,0.0,1.0,0.722
343.15,10.0,39.02,2.62,2.0,0.0,0.0,0.0,0.0,2.0,0.641
343.15,9.0,39.02,1.62,2.0,0.0,0.0,0.0,0.0,2.0,0.603
423.15,1.6,119.02,-5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.097
373.15,5.24,69.02,-2.14,0.0,0.0,0.0,6.0,0.0,12.0,0.108
424.03,3.95,119.9,-3.43,0.0,0.0,1.0,0.0,0.0,2.0,0.194961672888576
353.15,3.0,49.02,-4.38,2.0,0.0,0.0,0.0,0.0,2.0,0.255
353.15,40.0,49.02,32.62,0.0,0.0,0.0,0.0,0.0,0.0,1.413
433.15,10.0,129.02,2.62,3.0,0.0,0.0,0.0,0.0,3.0,0.4
353.15,8.5,49.02,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.82
309.28,7.67,5.15,0.29,0.0,0.0,0.0,1.0,0.0,2.0,0.908308580499994
333.15,9.0,29.02,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.996
313.15,15.5,9.02,8.12,0.0,0.0,0.0,0.0,0.0,0.0,1.326
323.15,20.11,19.02,12.73,2.0,0.0,0.0,0.0,1.0,0.0,0.746
473.15,20.0,169.02,12.62,1.0,0.0,0.0,0.0,0.0,1.0,1.029
393.15,120.0,89.02,112.62,0.0,0.0,0.0,0.0,0.0,0.0,2.314
423.0,15.0,118.87,7.62,0.0,0.0,0.333,0.0,0.0,0.666,0.815
313.15,15.0,9.02,7.62,0.0,0.0,0.0,0.0,0.0,0.0,1.321
273.15,30.0,-30.98,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.672
303.15,13.5,-0.98,6.12,0.0,0.0,0.0,0.0,0.0,0.0,1.399
313.15,10.0,9.02,2.62,3.0,0.0,0.0,0.0,0.0,3.0,0.703
293.15,20.0,-10.98,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.885
353.15,10.0,49.02,2.62,2.0,0.0,0.0,0.0,0.0,2.0,0.596
413.15,120.0,109.02,112.62,0.0,0.0,0.0,0.0,0.0,0.0,2.577
323.15,11.0,19.02,3.62,3.0,0.0,0.0,0.0,0.0,3.0,0.671
348.15,5.14,44.02,-2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.594693159141899
303.15,9.5,-0.98,2.12,0.0,0.0,0.0,0.0,0.0,0.0,1.346
323.2,6.06,19.07,-1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.908309588875751
323.2,10.09,19.07,2.71,0.0,0.0,0.0,0.0,0.0,0.0,1.16173855923097
333.15,29.97,29.02,22.59,1.2,0.0,0.0,0.0,0.0,1.2,1.04
323.15,30.0,19.02,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.378
323.15,3.0,19.02,-4.38,2.0,0.0,0.0,0.0,0.0,2.0,0.363
333.15,30.0,29.02,22.62,5.0,0.0,0.0,0.0,0.0,5.0,0.626
433.15,40.0,129.02,32.62,0.0,0.0,0.0,0.0,0.0,0.0,1.791
373.0,12.5,68.87,5.12,1.0601,0.0,0.0,0.2172,0.0,1.4945,0.691
353.1,12.1,48.97,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.994450791009303
343.15,8.0,39.02,0.62,3.0,0.0,0.0,0.0,0.0,3.0,0.487
353.1,5.592,48.97,-1.79,4.001,0.0,0.0,0.0,0.0,4.001,0.3084
323.15,5.5,19.02,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.819
303.15,24.0,-0.98,16.62,0.0,0.0,0.0,0.0,0.0,0.0,1.482
343.15,10.0,39.02,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.975
273.15,20.0,-30.98,12.62,5.0,0.0,0.0,0.0,0.0,5.0,0.743
303.15,10.5,-0.98,3.12,0.0,0.0,0.0,0.0,0.0,0.0,1.361
393.09,0.151,88.96,-7.23,5.999,0.0,0.0,0.0,0.0,5.999,0.0
333.15,90.0,29.02,82.62,0.0,0.0,0.0,0.0,0.0,0.0,1.95
353.1,10.09,48.97,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.902576179866536
333.15,20.07,29.02,12.69,1.2,0.0,0.0,0.2,0.0,1.6,0.97
309.81,7.74,5.68,0.36,0.0,0.0,1.0,0.0,0.0,2.0,0.988698763529089
293.34,0.385,-10.79,-6.99,0.0,0.0,0.0,0.0,0.0,0.0,0.145814132890067
423.15,5.15,119.02,-2.23,2.0,0.0,0.0,0.0,1.0,0.0,0.238
298.15,4.73,-5.98,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,1.26026514458149
351.31,1.243,47.18,-6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.145814132890067
303.15,8.0,-0.98,0.62,1.0,0.0,0.0,0.0,0.0,1.0,1.054
393.15,40.0,89.02,32.62,0.0,0.0,0.0,0.0,0.0,0.0,1.498
323.15,15.04,19.02,7.66,0.0,0.0,1.0,0.0,0.0,2.0,0.84
333.15,30.0,29.02,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.096
273.15,20.0,-30.98,12.62,3.0,0.0,0.0,0.0,0.0,3.0,1.089
303.15,15.13,-0.98,7.75,2.0,0.0,0.0,0.0,1.0,0.0,0.79
333.15,4.0,29.02,-3.38,1.0,0.0,0.0,0.0,0.0,1.0,0.471
333.15,11.0,29.02,3.62,0.0,0.0,0.0,0.0,0.0,0.0,1.112
292.35,5.172,-11.78,-2.21,0.0,0.0,0.0,0.0,0.0,0.0,1.41628708706353
333.15,20.0,29.02,12.62,1.0,0.0,0.0,0.0,0.0,1.0,1.009
324.1,4.35,19.97,-3.03,0.91,0.143,0.0,0.0,0.0,1.053,0.5946924989329
333.15,26.0,29.02,18.62,1.0,0.0,0.0,0.0,0.0,1.0,1.05
353.15,30.0,49.02,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.268
333.15,13.0,29.02,5.62,1.0,0.0,0.0,0.0,0.0,1.0,0.916
353.15,17.0,49.02,9.62,0.0,0.0,0.0,0.0,0.0,0.0,1.1
424.64,17.16,120.51,9.78,0.91,0.143,0.0,0.0,0.0,1.053,0.822429726199253
373.0,15.0,68.87,7.62,0.0,0.0,0.0,0.333,0.0,0.666,0.898
374.72,7.55,70.59,0.17,0.0,0.0,5.0,0.0,0.0,10.0,0.144697985701971
413.15,6.381,109.02,-1.0,2.026,0.0,0.0,0.0,1.013,0.0,0.3023
303.15,17.0,-0.98,9.62,1.0,0.0,0.0,0.0,0.0,1.0,1.159
393.19,7.65,89.06,0.27,4.003,0.0,0.0,0.0,0.0,4.003,0.3135
353.15,6.0,49.02,-1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.63
323.15,12.0,19.02,4.62,2.0,0.0,0.0,0.0,0.0,2.0,0.797
303.15,15.13,-0.98,7.75,0.0,0.0,0.0,0.0,0.0,0.0,1.434
323.0,15.0,18.87,7.62,0.0,0.0,0.0,0.333,0.0,0.666,1.094
373.15,1.61,69.02,-5.77,2.0,0.0,0.0,0.0,1.0,0.0,0.098
313.15,17.0,9.02,9.62,0.0,0.0,0.0,0.0,0.0,0.0,1.337
298.15,10.0,-5.98,2.62,1.0,0.0,0.0,0.0,0.0,1.0,1.162
413.15,30.0,109.02,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.444
323.1,2.06,18.97,-5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.357542254826357
323.15,13.0,19.02,5.62,0.0,0.0,0.0,0.0,0.0,0.0,1.23
348.15,2.03,44.02,-5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.26044064957207
433.15,9.189,129.02,1.81,4.004,0.0,0.0,0.0,2.002,0.0,0.2787
303.15,12.0,-0.98,4.62,1.0,0.0,0.0,0.0,0.0,1.0,1.106
353.15,4.5,49.02,-2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.499
573.15,20.0,269.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.622
313.15,5.0,9.02,-2.38,3.0,0.0,0.0,0.0,0.0,3.0,0.52
423.15,1.62,119.02,-5.76,3.996,0.0,0.0,0.0,1.998,0.0,0.047
321.64,0.779,17.51,-6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.145814132890067
313.15,11.0,9.02,3.62,3.0,0.0,0.0,0.0,0.0,3.0,0.713
278.15,40.0,-25.98,32.62,0.0,0.0,0.0,0.0,0.0,0.0,2.104
313.15,26.0,9.02,18.62,3.0,0.0,0.0,0.0,0.0,3.0,0.82
322.14,9.333,18.01,1.96,0.0,0.0,0.0,0.0,0.0,0.0,1.14265243480639
424.43,26.82,120.3,19.44,0.0,0.0,0.0,1.0,0.0,2.0,0.891111867834286
353.15,6.0,49.02,-1.38,2.0,0.0,0.0,0.0,0.0,2.0,0.425
353.15,10.0,49.02,2.62,1.0,0.0,0.0,0.0,0.0,1.0,0.71
333.15,6.0,29.02,-1.38,1.0,0.0,0.0,0.0,0.0,1.0,0.614
343.15,11.0,39.02,3.62,0.0,0.0,0.0,0.0,0.0,0.0,1.021
273.15,30.0,-30.98,22.62,0.0,0.0,0.0,0.0,0.0,0.0,2.182
373.15,5.05,69.02,-2.33,0.0,0.0,3.0,0.0,0.0,6.0,0.18
333.15,30.0,29.02,22.62,2.0,0.0,0.0,0.0,0.0,2.0,0.905
323.15,1.6,19.02,-5.78,2.0,0.0,0.0,0.0,1.0,0.0,0.163
313.15,30.0,9.02,22.62,5.0,0.0,0.0,0.0,0.0,5.0,0.647
423.15,3.14,119.02,-4.24,2.0,0.0,0.0,0.0,1.0,0.0,0.142
374.7,10.02,70.57,2.64,0.0,0.0,0.0,1.0,0.0,2.0,0.521073859871443
343.15,4.0,39.02,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.508
313.12,3.11,8.99,-4.27,4.02,0.0,0.0,0.0,2.01,0.0,0.2016
283.15,20.0,-20.98,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.815
433.15,60.0,129.02,52.62,0.0,0.0,0.0,0.0,0.0,0.0,2.248
333.15,40.08,29.02,32.7,0.0,0.0,0.0,0.0,0.0,0.0,1.5
353.16,6.774,49.03,-0.6,2.022,0.0,0.0,0.0,1.011,0.0,0.4014
323.15,6.0,19.02,-1.38,3.0,0.0,0.0,0.0,0.0,3.0,0.507
333.15,6.06,29.02,-1.32,1.2,0.0,0.0,0.2,0.0,1.6,0.58
373.15,20.13,69.02,12.75,2.0,0.0,0.0,0.0,1.0,0.0,0.695
343.15,10.0,39.02,2.62,1.0,0.0,0.0,0.0,0.0,1.0,0.761
333.15,24.0,29.02,16.62,0.0,0.0,0.0,0.0,0.0,0.0,1.278
323.15,3.0,19.02,-4.38,1.0,0.0,0.0,0.0,0.0,1.0,0.435
343.15,30.0,39.02,22.62,2.0,0.0,0.0,0.0,0.0,2.0,0.885
373.15,15.15,69.02,7.77,3.996,0.0,0.0,0.0,1.998,0.0,0.399
333.15,5.381,29.02,-2.0,2.024,0.0,0.0,0.0,1.012,0.0,0.4024
303.15,1.61,-0.98,-5.77,3.996,0.0,0.0,0.0,1.998,0.0,0.123
298.15,20.0,-5.98,12.62,1.0,0.0,0.0,0.0,0.0,1.0,1.223
343.15,9.0,39.02,1.62,1.0,0.0,0.0,0.0,0.0,1.0,0.723
373.15,30.0,69.02,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.075
333.15,6.07,29.02,-1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.75
333.14,3.521,29.01,-3.86,3.997,0.0,0.0,0.0,0.0,3.997,0.257
423.0,10.0,118.87,2.62,1.0601,0.0,0.0,0.2172,0.0,1.4945,0.505
333.15,17.5,29.02,10.12,0.0,0.0,0.0,0.0,0.0,0.0,1.214
373.15,20.04,69.02,12.66,0.0,0.0,0.0,1.0,0.0,2.0,0.816
473.15,50.0,169.02,42.62,0.0,0.0,0.0,0.0,0.0,0.0,2.616
353.08,9.044,48.95,1.67,5.999,0.0,0.0,0.0,0.0,5.999,0.3553
293.15,120.0,-10.98,112.62,0.0,0.0,0.0,0.0,0.0,0.0,2.433
333.15,25.06,29.02,17.68,0.0,0.0,0.0,0.0,0.0,0.0,1.32
323.15,3.03,19.02,-4.35,0.0,0.0,1.0,0.0,0.0,2.0,0.338
423.0,10.0,118.87,2.62,1.0931,0.0188,0.0544,0.1365,0.0165,1.4607,0.506
313.15,27.0,9.02,19.62,0.0,0.0,0.0,0.0,0.0,0.0,1.416
453.15,60.0,149.02,52.62,0.0,0.0,0.0,0.0,0.0,0.0,2.501
353.15,3.0,49.02,-4.38,3.0,0.0,0.0,0.0,0.0,3.0,0.214
353.15,17.0,49.02,9.62,3.0,0.0,0.0,0.0,0.0,3.0,0.648
303.15,10.12,-0.98,2.74,2.0,0.0,0.0,0.0,1.0,0.0,0.756
373.15,5.11,69.02,-2.27,2.0,0.0,0.0,0.0,1.0,0.0,0.287
323.15,15.0,19.02,7.62,1.0,0.0,0.0,0.0,0.0,1.0,0.987
283.38,1.732,-20.75,-5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.799573724769168
353.15,10.0,49.02,2.62,3.0,0.0,0.0,0.0,0.0,3.0,0.522
353.15,9.357,49.02,1.98,2.022,0.0,0.0,0.0,1.011,0.0,0.4896
353.15,5.719,49.02,-1.66,2.022,0.0,0.0,0.0,1.011,0.0,0.351
343.15,26.0,39.02,18.62,0.0,0.0,0.0,0.0,0.0,0.0,1.254
333.15,7.0,29.02,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.855
333.15,30.0,29.02,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.107
423.0,15.0,118.87,7.62,0.0,0.0,0.0,0.333,0.0,0.666,0.866
353.15,20.0,49.02,12.62,1.0,0.0,0.0,0.0,0.0,1.0,0.933
313.15,12.0,9.02,4.62,3.0,0.0,0.0,0.0,0.0,3.0,0.723
303.15,10.14,-0.98,2.76,3.996,0.0,0.0,0.0,1.998,0.0,0.409
323.15,15.12,19.02,7.74,2.0,0.0,0.0,0.0,1.0,0.0,0.717
313.15,26.0,9.02,18.62,1.0,0.0,0.0,0.0,0.0,1.0,1.151
323.15,5.1,19.02,-2.28,2.0,0.0,0.0,0.0,1.0,0.0,0.455
393.14,8.603,89.01,1.23,2.022,0.0,0.0,0.0,1.011,0.0,0.4033
303.15,23.0,-0.98,15.62,2.0,0.0,0.0,0.0,0.0,2.0,0.991
323.15,3.5,19.02,-3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.597
343.15,17.0,39.02,9.62,2.0,0.0,0.0,0.0,0.0,2.0,0.774
343.15,3.0,39.02,-4.38,3.0,0.0,0.0,0.0,0.0,3.0,0.244
333.15,8.313,29.02,0.94,2.022,0.0,0.0,0.0,1.011,0.0,0.5456
343.15,24.0,39.02,16.62,0.0,0.0,0.0,0.0,0.0,0.0,1.237
313.15,4.0,9.02,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.767
373.0,15.0,68.87,7.62,0.0,0.0,1.333,0.0,0.0,2.666,0.594
303.15,4.0,-0.98,-3.38,2.0,0.0,0.0,0.0,0.0,2.0,0.622
373.0,15.0,68.87,7.62,2.0,0.0,0.0,0.0,1.0,0.0,0.617
423.15,19.96,119.02,12.58,0.0,0.0,0.0,3.0,0.0,6.0,0.41
393.15,10.0,89.02,2.62,1.0,0.0,0.0,0.0,0.0,1.0,0.613
313.15,17.0,9.02,9.62,2.0,0.0,0.0,0.0,0.0,2.0,0.886
373.15,40.0,69.02,32.62,5.0,0.0,0.0,0.0,0.0,5.0,0.68
423.15,1.62,119.02,-5.76,2.0,0.0,0.0,0.0,1.0,0.0,0.06
303.15,3.0,-0.98,-4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.745
313.15,17.0,9.02,9.62,1.0,0.0,0.0,0.0,0.0,1.0,1.07
323.15,9.5,19.02,2.12,0.0,0.0,0.0,0.0,0.0,0.0,1.139
333.15,8.0,29.02,0.62,2.0,0.0,0.0,0.0,0.0,2.0,0.617
313.15,13.0,9.02,5.62,2.0,0.0,0.0,0.0,0.0,2.0,0.85
323.15,1.63,19.02,-5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.293
323.1,5.1,18.97,-2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.799573724769168
353.15,5.0,49.02,-2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.548
293.15,30.0,-10.98,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.364
533.15,50.0,229.02,42.62,0.0,0.0,0.0,0.0,0.0,0.0,4.406
273.15,50.0,-30.98,42.62,0.0,0.0,0.0,0.0,0.0,0.0,2.395
323.15,5.08,19.02,-2.3,0.0,0.0,5.0,0.0,0.0,10.0,0.19
288.15,20.0,-15.98,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.955
323.15,5.07,19.02,-2.31,0.0,0.0,0.0,1.0,0.0,2.0,0.568
323.0,12.5,18.87,5.12,2.9858,0.0222,0.2535,0.3937,0.0001,4.3022,0.573
323.15,5.11,19.02,-2.27,0.0,0.0,1.0,0.0,0.0,2.0,0.527
393.15,40.0,89.02,32.62,5.0,0.0,0.0,0.0,0.0,5.0,0.709
473.15,60.0,169.02,52.62,0.0,0.0,0.0,0.0,0.0,0.0,2.983
293.15,10.0,-10.98,2.62,5.0,0.0,0.0,0.0,0.0,5.0,0.618
373.0,12.5,68.87,5.12,1.0931,0.0188,0.0544,0.1365,0.0165,1.4607,0.696
353.15,9.0,49.02,1.62,3.0,0.0,0.0,0.0,0.0,3.0,0.492
323.2,14.11,19.07,6.73,0.0,0.0,0.0,0.0,0.0,0.0,1.23125119170079
393.34,0.1893,89.21,-7.19,2.014,0.0,0.0,0.0,1.007,0.0,0.0
343.15,17.0,39.02,9.62,1.0,0.0,0.0,0.0,0.0,1.0,0.923
333.15,3.0,29.02,-4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.448
313.15,90.0,9.02,82.62,0.0,0.0,0.0,0.0,0.0,0.0,2.049
424.6,7.6,120.47,0.22,0.0,0.0,3.0,0.0,0.0,6.0,0.183784119941647
373.15,5.04,69.02,-2.34,0.0,0.0,0.0,3.0,0.0,6.0,0.191
333.15,5.0,29.02,-2.38,2.0,0.0,0.0,0.0,0.0,2.0,0.455
423.0,15.0,118.87,7.62,2.666,0.0,0.0,0.0,1.333,0.0,0.524
424.38,37.99,120.25,30.61,0.0,0.0,0.0,3.0,0.0,6.0,0.504112372293843
432.95,5.912,128.82,-1.47,4.003,0.0,0.0,0.0,0.0,4.003,0.2188
323.15,6.0,19.02,-1.38,1.0,0.0,0.0,0.0,0.0,1.0,0.702
413.15,0.3468,109.02,-7.03,2.014,0.0,0.0,0.0,1.007,0.0,0.0
333.15,10.5,29.02,3.12,0.0,0.0,0.0,0.0,0.0,0.0,1.087
278.15,10.0,-25.98,2.62,3.0,0.0,0.0,0.0,0.0,3.0,0.953
423.15,20.2,119.02,12.82,0.0,0.0,3.0,0.0,0.0,6.0,0.394
393.12,6.139,88.99,-1.24,4.02,0.0,0.0,0.0,2.01,0.0,0.2022
353.15,8.0,49.02,0.62,3.0,0.0,0.0,0.0,0.0,3.0,0.456
333.15,27.0,29.02,19.62,0.0,0.0,0.0,0.0,0.0,0.0,1.3
293.15,10.0,-10.98,2.62,3.0,0.0,0.0,0.0,0.0,3.0,0.842
333.15,15.5,29.02,8.12,0.0,0.0,0.0,0.0,0.0,0.0,1.19
344.95,31.02,40.82,23.64,0.0,0.0,0.0,1.0,0.0,2.0,0.851026945797351
473.15,20.0,169.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.356
313.15,10.0,9.02,2.62,5.0,0.0,0.0,0.0,0.0,5.0,0.554
323.15,15.0,19.02,7.62,0.0,0.0,0.0,0.0,0.0,0.0,1.248
323.0,17.5,18.87,10.12,1.0601,0.0,0.0,0.2172,0.0,1.4945,0.951
278.15,30.0,-25.98,22.62,5.0,0.0,0.0,0.0,0.0,5.0,0.767
333.15,2.514,29.02,-4.86,3.997,0.0,0.0,0.0,0.0,3.997,0.1922
353.15,15.0,49.02,7.62,1.0,0.0,0.0,0.0,0.0,1.0,0.857
333.15,40.0,29.02,32.62,5.0,0.0,0.0,0.0,0.0,5.0,0.679
323.2,11.1,19.07,3.72,0.0,0.0,0.0,0.0,0.0,0.0,1.19068144667787
333.15,12.0,29.02,4.62,1.0,0.0,0.0,0.0,0.0,1.0,0.904
313.15,17.5,9.02,10.12,0.0,0.0,0.0,0.0,0.0,0.0,1.344
373.0,15.0,68.87,7.62,0.0,0.0,2.0,0.0,0.0,4.0,0.483
348.15,0.54,44.02,-6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0700288645471874
353.15,7.5,49.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.746
333.15,21.0,29.02,13.62,0.0,0.0,0.0,0.0,0.0,0.0,1.252
333.15,6.09,29.02,-1.29,0.0,0.0,0.0,0.2,0.0,0.4,0.74
323.15,17.0,19.02,9.62,3.0,0.0,0.0,0.0,0.0,3.0,0.723
423.0,15.0,118.87,7.62,0.0,0.0,0.0,2.0,0.0,4.0,0.442
323.15,15.0,19.02,7.62,5.0,0.0,0.0,0.0,0.0,5.0,0.551
373.15,90.0,69.02,82.62,0.0,0.0,0.0,0.0,0.0,0.0,1.996
373.0,15.0,68.87,7.62,0.0,2.0,0.0,0.0,0.0,2.0,0.805
393.15,4.83,89.02,-2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.399743476549139
353.15,13.0,49.02,5.62,3.0,0.0,0.0,0.0,0.0,3.0,0.593
313.15,7.0,9.02,-0.38,2.0,0.0,0.0,0.0,0.0,2.0,0.736
423.15,10.15,119.02,2.77,0.0,0.0,3.0,0.0,0.0,6.0,0.241
343.92,3.61,39.79,-3.77,0.91,0.143,0.0,0.0,0.0,1.053,0.357541857894577
373.0,15.0,68.87,7.62,0.0,0.0,0.0,0.667,0.0,1.334,0.777
313.15,20.0,9.02,12.62,1.0,0.0,0.0,0.0,0.0,1.0,1.102
373.15,15.0,69.02,7.62,3.0,0.0,0.0,0.0,0.0,3.0,0.618
453.15,30.0,149.02,22.62,3.0,0.0,0.0,0.0,0.0,3.0,0.896
353.15,0.718,49.02,-6.66,2.022,0.0,0.0,0.0,1.011,0.0,0.05
424.67,4.0,120.54,-3.38,0.91,0.143,0.0,0.0,0.0,1.053,0.228521268296361
423.0,15.0,118.87,7.62,3.334,0.0,0.0,0.0,1.667,0.0,0.444
298.15,50.0,-5.98,42.62,0.0,0.0,0.0,0.0,0.0,0.0,1.856
353.15,30.0,49.02,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.084
333.15,50.0,29.02,42.62,0.0,0.0,0.0,0.0,0.0,0.0,1.585
313.15,10.0,9.02,2.62,1.0,0.0,0.0,0.0,0.0,1.0,1.024
333.1,3.657,28.97,-3.72,5.999,0.0,0.0,0.0,0.0,5.999,0.2106
373.15,40.0,69.02,32.62,0.0,0.0,0.0,0.0,0.0,0.0,1.424
303.15,20.13,-0.98,12.75,3.996,0.0,0.0,0.0,1.998,0.0,0.469
323.15,20.29,19.02,12.91,0.0,0.0,5.0,0.0,0.0,10.0,0.323
303.15,10.0,-0.98,2.62,1.0,0.0,0.0,0.0,0.0,1.0,1.083
353.15,30.0,49.02,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.044
303.15,11.0,-0.98,3.62,2.0,0.0,0.0,0.0,0.0,2.0,0.9
313.15,24.0,9.02,16.62,0.0,0.0,0.0,0.0,0.0,0.0,1.393
423.0,15.0,118.87,7.62,1.0601,0.0,0.0,0.2172,0.0,1.4945,0.703
424.4,8.29,120.27,0.91,0.0,0.0,0.0,3.0,0.0,6.0,0.211736417451221
333.15,6.0,29.02,-1.38,2.0,0.0,0.0,0.0,0.0,2.0,0.518
323.15,5.03,19.02,-2.35,0.0,0.0,3.0,0.0,0.0,6.0,0.303
353.15,26.0,49.02,18.62,3.0,0.0,0.0,0.0,0.0,3.0,0.727
303.15,30.0,-0.98,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.277
423.15,19.86,119.02,12.48,0.0,0.0,0.0,6.0,0.0,12.0,0.207
393.15,0.96,89.02,-6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0783774055789931
413.16,3.098,109.03,-4.28,4.004,0.0,0.0,0.0,2.002,0.0,0.1011
288.15,30.0,-15.98,22.62,5.0,0.0,0.0,0.0,0.0,5.0,0.711
393.14,8.821,89.01,1.44,4.004,0.0,0.0,0.0,2.002,0.0,0.2784
433.15,10.0,129.02,2.62,1.0,0.0,0.0,0.0,0.0,1.0,0.569
298.15,3.01,-5.98,-4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.828147767591944
373.15,10.27,69.02,2.89,0.0,0.0,0.0,1.0,0.0,2.0,0.568
323.2,4.05,19.07,-3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.611709576558015
348.15,3.1,44.02,-4.28,0.0,0.0,0.0,0.0,0.0,0.0,0.384543693838739
353.15,5.0,49.02,-2.38,1.0,0.0,0.0,0.0,0.0,1.0,0.44
313.15,7.0,9.02,-0.38,1.0,0.0,0.0,0.0,0.0,1.0,0.893
298.15,30.0,-5.98,22.62,3.0,0.0,0.0,0.0,0.0,3.0,0.944
433.16,6.661,129.03,-0.72,2.026,0.0,0.0,0.0,1.013,0.0,0.3005
413.07,1.393,108.94,-5.98,4.003,0.0,0.0,0.0,0.0,4.003,0.0505
