Temperature (K),Pressure (MPa),T_critical_distance,P_critical_distance,Na+,K+,Mg+2,Ca+2,SO4-2,Cl-,Dissolved CO2 (mol/kg)
303.15,3.12,-0.98,-4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.764
303.15,23.0,-0.98,15.62,0.0,0.0,0.0,0.0,0.0,0.0,1.476
393.17,1.421,89.04,-5.96,5.999,0.0,0.0,0.0,0.0,5.999,0.0518
323.15,13.0,19.02,5.62,3.0,0.0,0.0,0.0,0.0,3.0,0.692
323.15,26.0,19.02,18.62,2.0,0.0,0.0,0.0,0.0,2.0,0.908
373.15,20.0,69.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.162
393.14,0.1906,89.01,-7.19,2.008,0.0,0.0,0.0,1.004,0.0,0.0
373.15,10.17,69.02,2.79,0.0,0.0,1.0,0.0,0.0,2.0,0.55
343.15,11.0,39.02,3.62,2.0,0.0,0.0,0.0,0.0,2.0,0.67
374.89,14.78,70.76,7.4,0.91,0.143,0.0,0.0,0.0,1.053,0.79957283710843
323.15,30.0,19.02,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.138
333.15,5.5,29.02,-1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.727
323.15,15.12,19.02,7.74,3.996,0.0,0.0,0.0,1.998,0.0,0.433
393.15,10.0,89.02,2.62,5.0,0.0,0.0,0.0,0.0,5.0,0.368
553.15,20.0,249.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.624
343.15,3.0,39.02,-4.38,1.0,0.0,0.0,0.0,0.0,1.0,0.339
303.15,5.0,-0.98,-2.38,3.0,0.0,0.0,0.0,0.0,3.0,0.61
353.15,9.0,49.02,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.845
313.11,5.064,8.98,-2.31,2.026,0.0,0.0,0.0,1.013,0.0,0.5151
493.15,60.0,189.02,52.62,0.0,0.0,0.0,0.0,0.0,0.0,3.545
303.15,3.11,-0.98,-4.27,2.0,0.0,0.0,0.0,1.0,0.0,0.413
353.15,24.0,49.02,16.62,0.0,0.0,0.0,0.0,0.0,0.0,1.207
423.15,15.08,119.02,7.7,0.0,0.0,1.0,0.0,0.0,2.0,0.619
373.1,10.29,68.97,2.91,3.0,0.0,0.0,0.0,0.0,3.0,0.447648669853161
303.15,30.0,-0.98,22.62,3.0,0.0,0.0,0.0,0.0,3.0,0.891
333.15,20.01,29.02,12.63,1.2,0.0,0.0,0.0,0.0,1.2,1.0
373.15,20.0,69.02,12.62,5.0,0.0,0.0,0.0,0.0,5.0,0.547
323.15,15.0,19.02,7.62,1.0,0.0,0.0,0.0,0.0,1.0,1.016
393.12,2.988,88.99,-4.39,4.02,0.0,0.0,0.0,2.01,0.0,0.1047
313.15,17.0,9.02,9.62,3.0,0.0,0.0,0.0,0.0,3.0,0.76
313.15,11.0,9.02,3.62,1.0,0.0,0.0,0.0,0.0,1.0,1.005
373.15,2.01,69.02,-5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.199993257666857
353.14,5.101,49.01,-2.28,4.02,0.0,0.0,0.0,2.01,0.0,0.2023
473.15,10.0,169.02,2.62,3.0,0.0,0.0,0.0,0.0,3.0,0.402
333.15,40.05,29.02,32.67,1.2,0.0,0.0,0.2,0.0,1.6,1.14
323.15,4.386,19.02,-2.99,2.028,0.0,0.0,0.0,1.014,0.0,0.3854
278.15,20.0,-25.98,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.949
353.1,13.1,48.97,5.72,0.0,0.0,0.0,0.0,0.0,0.0,1.04280486423596
433.14,6.447,129.01,-0.93,4.004,0.0,0.0,0.0,2.002,0.0,0.2025
393.15,30.0,89.02,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.362
313.15,8.0,9.02,0.62,3.0,0.0,0.0,0.0,0.0,3.0,0.673
413.15,30.0,109.02,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.16
323.15,5.0,19.02,-2.38,2.0,0.0,0.0,0.0,0.0,2.0,0.514
473.15,40.0,169.02,32.62,3.0,0.0,0.0,0.0,0.0,3.0,1.122
313.15,20.0,9.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.396
293.15,20.0,-10.98,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.625
313.15,8.0,9.02,0.62,0.0,0.0,0.0,0.0,0.0,0.0,1.195
393.15,20.0,89.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.166
433.15,8.289,129.02,0.91,4.004,0.0,0.0,0.0,2.002,0.0,0.2527
423.0,15.0,118.87,7.62,1.0931,0.0188,0.0544,0.1365,0.0165,1.4607,0.697
278.15,10.0,-25.98,2.62,1.0,0.0,0.0,0.0,0.0,1.0,1.405
303.15,6.0,-0.98,-1.38,2.0,0.0,0.0,0.0,0.0,2.0,0.794
353.15,0.0436,49.02,-7.33,4.004,0.0,0.0,0.0,2.002,0.0,0.0
323.15,13.0,19.02,5.62,2.0,0.0,0.0,0.0,0.0,2.0,0.808
303.15,20.04,-0.98,12.66,2.0,0.0,0.0,0.0,1.0,0.0,0.822
313.14,0.911,9.01,-6.47,3.997,0.0,0.0,0.0,0.0,3.997,0.0995
345.06,4.05,40.93,-3.33,0.0,0.0,3.0,0.0,0.0,6.0,0.178197025483574
343.15,7.5,39.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.821
313.15,10.5,9.02,3.12,0.0,0.0,0.0,0.0,0.0,0.0,1.265
323.15,4.0,19.02,-3.38,1.0,0.0,0.0,0.0,0.0,1.0,0.537
453.15,50.0,149.02,42.62,0.0,0.0,0.0,0.0,0.0,0.0,2.248
333.15,17.0,29.02,9.62,0.0,0.0,0.0,0.0,0.0,0.0,1.207
413.15,40.0,109.02,32.62,0.0,0.0,0.0,0.0,0.0,0.0,1.626
573.15,10.0,269.02,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.302
423.15,20.02,119.02,12.64,0.0,0.0,1.0,0.0,0.0,2.0,0.753
353.15,15.0,49.02,7.62,3.0,0.0,0.0,0.0,0.0,3.0,0.62
573.15,40.0,269.02,32.62,0.0,0.0,0.0,0.0,0.0,0.0,5.109
323.0,10.0,18.87,2.62,2.9858,0.0222,0.2535,0.3937,0.0001,4.3022,0.535
313.15,11.0,9.02,3.62,2.0,0.0,0.0,0.0,0.0,2.0,0.83
283.15,30.0,-20.98,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.894
313.36,4.119,9.23,-3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.799573724769168
323.15,11.5,19.02,4.12,0.0,0.0,0.0,0.0,0.0,0.0,1.205
423.15,15.15,119.02,7.77,2.0,0.0,0.0,0.0,1.0,0.0,0.626
289.62,4.844,-14.51,-2.53,0.0,0.0,0.0,0.0,0.0,0.0,1.64604914516022
424.42,10.53,120.29,3.15,0.0,0.0,0.0,5.0,0.0,10.0,0.133540593676343
353.15,8.0,49.02,0.62,2.0,0.0,0.0,0.0,0.0,2.0,0.518
353.12,0.817,48.99,-6.56,4.001,0.0,0.0,0.0,0.0,4.001,0.0505
278.15,10.0,-25.98,2.62,5.0,0.0,0.0,0.0,0.0,5.0,0.669
313.13,7.419,9.0,0.04,4.02,0.0,0.0,0.0,2.01,0.0,0.3807
413.14,9.713,109.01,2.34,2.022,0.0,0.0,0.0,1.011,0.0,0.4306
343.15,26.0,39.02,18.62,1.0,0.0,0.0,0.0,0.0,1.0,1.029
323.15,7.0,19.02,-0.38,2.0,0.0,0.0,0.0,0.0,2.0,0.641
353.1,9.09,48.97,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.85102789058083
433.08,6.578,128.95,-0.8,5.999,0.0,0.0,0.0,0.0,5.999,0.2052
423.0,15.0,118.87,7.62,0.666,0.0,0.0,0.0,0.333,0.0,0.831
303.15,1.6,-0.98,-5.78,2.0,0.0,0.0,0.0,1.0,0.0,0.232
343.15,12.0,39.02,4.62,1.0,0.0,0.0,0.0,0.0,1.0,0.83
453.15,40.0,149.02,32.62,5.0,0.0,0.0,0.0,0.0,5.0,0.806
373.15,4.04,69.02,-3.34,0.0,0.0,0.0,0.0,0.0,0.0,0.389609369687411
413.18,0.337,109.05,-7.04,3.998,0.0,0.0,0.0,1.999,0.0,0.0
323.15,12.0,19.02,4.62,1.0,0.0,0.0,0.0,0.0,1.0,0.953
433.12,0.471,128.99,-6.91,5.999,0.0,0.0,0.0,0.0,5.999,0.0
323.15,14.98,19.02,7.6,0.0,0.0,0.0,6.0,0.0,12.0,0.247
333.15,20.0,29.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.243
333.15,7.5,29.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.893
273.15,20.0,-30.98,12.62,1.0,0.0,0.0,0.0,0.0,1.0,1.604
393.16,3.965,89.03,-3.41,2.022,0.0,0.0,0.0,1.011,0.0,0.2047
493.15,90.0,189.02,82.62,0.0,0.0,0.0,0.0,0.0,0.0,4.637
303.15,3.11,-0.98,-4.27,3.996,0.0,0.0,0.0,1.998,0.0,0.225
303.15,8.0,-0.98,0.62,2.0,0.0,0.0,0.0,0.0,2.0,0.865
413.15,50.0,109.02,42.62,0.0,0.0,0.0,0.0,0.0,0.0,1.791
353.15,4.673,49.02,-2.7,2.022,0.0,0.0,0.0,1.011,0.0,0.3005
373.15,15.0,69.02,7.62,0.0,0.0,0.0,6.0,0.0,12.0,0.211
303.15,4.0,-0.98,-3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.94
453.15,20.0,149.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.312
333.2,12.1,29.07,4.72,0.0,0.0,0.0,0.0,0.0,0.0,1.13860551560569
413.1,0.275,108.97,-7.1,5.999,0.0,0.0,0.0,0.0,5.999,0.0
323.15,20.0,19.02,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.744
453.15,20.05,149.02,12.67,1.2,0.0,0.0,0.2,0.0,1.6,0.91
313.15,20.0,9.02,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.779
343.15,7.0,39.02,-0.38,1.0,0.0,0.0,0.0,0.0,1.0,0.62
424.68,31.71,120.55,24.33,0.0,0.0,3.0,0.0,0.0,6.0,0.442008013467646
303.15,20.15,-0.98,12.77,0.0,0.0,0.0,0.0,0.0,0.0,1.508
333.15,23.0,29.02,15.62,1.0,0.0,0.0,0.0,0.0,1.0,1.027
273.15,40.0,-30.98,32.62,5.0,0.0,0.0,0.0,0.0,5.0,0.822
413.15,20.0,109.02,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.682
513.15,120.0,209.02,112.62,0.0,0.0,0.0,0.0,0.0,0.0,7.016
288.41,0.329,-15.72,-7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.145814132890067
313.15,13.0,9.02,5.62,0.0,0.0,0.0,0.0,0.0,0.0,1.3
278.15,30.0,-25.98,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.588
343.15,17.0,39.02,9.62,3.0,0.0,0.0,0.0,0.0,3.0,0.671
343.15,3.0,39.02,-4.38,2.0,0.0,0.0,0.0,0.0,2.0,0.283
333.15,26.0,29.02,18.62,0.0,0.0,0.0,0.0,0.0,0.0,1.295
353.15,30.0,49.02,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.322
303.15,13.0,-0.98,5.62,2.0,0.0,0.0,0.0,0.0,2.0,0.917
393.16,7.344,89.03,-0.03,2.022,0.0,0.0,0.0,1.011,0.0,0.3528
323.15,3.0,19.02,-4.38,0.0,0.0,0.0,0.0,0.0,0.0,0.525
343.15,12.5,39.02,5.12,0.0,0.0,0.0,0.0,0.0,0.0,1.071
283.15,30.0,-20.98,22.62,1.0,0.0,0.0,0.0,0.0,1.0,1.503
333.15,13.0,29.02,5.62,0.0,0.0,0.0,0.0,0.0,0.0,1.158
313.11,2.685,8.98,-4.69,2.026,0.0,0.0,0.0,1.013,0.0,0.3071
313.15,4.0,9.02,-3.38,1.0,0.0,0.0,0.0,0.0,1.0,0.623
303.15,6.5,-0.98,-0.88,0.0,0.0,0.0,0.0,0.0,0.0,1.258
423.15,15.15,119.02,7.77,3.996,0.0,0.0,0.0,1.998,0.0,0.398
323.14,0.513,19.01,-6.86,2.024,0.0,0.0,0.0,1.012,0.0,0.0522
288.15,40.0,-15.98,32.62,3.0,0.0,0.0,0.0,0.0,3.0,1.023
333.15,12.0,29.02,4.62,2.0,0.0,0.0,0.0,0.0,2.0,0.757
374.68,15.6,70.55,8.22,0.0,0.0,5.0,0.0,0.0,10.0,0.211736417451221
288.15,40.0,-15.98,32.62,5.0,0.0,0.0,0.0,0.0,5.0,0.763
323.15,10.13,19.02,2.75,3.996,0.0,0.0,0.0,1.998,0.0,0.379
323.15,10.0,19.02,2.62,1.0,0.0,0.0,0.0,0.0,1.0,0.93
423.0,15.0,118.87,7.62,0.0,0.0,0.0,1.0,0.0,2.0,0.632
353.15,40.0,49.02,32.62,3.0,0.0,0.0,0.0,0.0,3.0,0.852
343.15,9.0,39.02,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.916
393.12,1.488,88.99,-5.89,4.004,0.0,0.0,0.0,2.002,0.0,0.0509
333.2,5.06,29.07,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.679878595250211
373.15,19.91,69.02,12.53,0.0,0.0,0.0,6.0,0.0,12.0,0.239
323.1,20.2,18.97,12.82,0.0,0.0,0.0,0.0,0.0,0.0,1.28930878532966
323.15,10.5,19.02,3.12,0.0,0.0,0.0,0.0,0.0,0.0,1.187
323.0,17.5,18.87,10.12,2.9858,0.0222,0.2535,0.3937,0.0001,4.3022,0.605
353.15,20.0,49.02,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.695
323.15,10.0,19.02,2.62,0.0,0.0,0.0,0.0,0.0,0.0,1.172
323.15,13.0,19.02,5.62,1.0,0.0,0.0,0.0,0.0,1.0,0.965
473.15,10.0,169.02,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.704
353.15,6.0,49.02,-1.38,1.0,0.0,0.0,0.0,0.0,1.0,0.511
323.0,15.0,18.87,7.62,3.334,0.0,0.0,0.0,1.667,0.0,0.502
353.15,90.0,49.02,82.62,0.0,0.0,0.0,0.0,0.0,0.0,1.946
333.15,10.01,29.02,2.63,1.2,0.0,0.0,0.2,0.0,1.6,0.81
433.15,20.0,129.02,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.683
313.15,15.0,9.02,7.62,3.0,0.0,0.0,0.0,0.0,3.0,0.745
433.14,4.83,129.01,-2.55,4.004,0.0,0.0,0.0,2.002,0.0,0.1511
303.15,7.0,-0.98,-0.38,3.0,0.0,0.0,0.0,0.0,3.0,0.72
343.15,21.0,39.02,13.62,0.0,0.0,0.0,0.0,0.0,0.0,1.202
433.07,1.898,128.94,-5.48,5.999,0.0,0.0,0.0,0.0,5.999,0.0512
343.15,13.0,39.02,5.62,0.0,0.0,0.0,0.0,0.0,0.0,1.084
353.15,12.0,49.02,4.62,3.0,0.0,0.0,0.0,0.0,3.0,0.572
308.9,3.737,4.77,-3.64,0.91,0.143,0.0,0.0,0.0,1.053,0.662820083555931
353.1,7.08,48.97,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.719720389780123
323.15,5.02,19.02,-2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.782443207949405
353.11,8.337,48.98,0.96,4.001,0.0,0.0,0.0,0.0,4.001,0.4116
453.15,10.08,149.02,2.7,1.2,0.0,0.0,0.2,0.0,1.6,0.52
333.15,2.364,29.02,-5.01,2.024,0.0,0.0,0.0,1.012,0.0,0.1995
433.14,4.498,129.01,-2.88,2.026,0.0,0.0,0.0,1.013,0.0,0.2001
473.15,40.0,169.02,32.62,0.0,0.0,0.0,0.0,0.0,0.0,2.304
303.15,5.0,-0.98,-2.38,2.0,0.0,0.0,0.0,0.0,2.0,0.722
333.12,1.678,28.99,-5.7,5.999,0.0,0.0,0.0,0.0,5.999,0.1047
303.15,3.0,-0.98,-4.38,3.0,0.0,0.0,0.0,0.0,3.0,0.426
288.15,20.0,-15.98,12.62,5.0,0.0,0.0,0.0,0.0,5.0,0.675
373.15,3.14,69.02,-4.24,2.0,0.0,0.0,0.0,1.0,0.0,0.185
353.15,23.0,49.02,15.62,2.0,0.0,0.0,0.0,0.0,2.0,0.819
333.15,11.0,29.02,3.62,3.0,0.0,0.0,0.0,0.0,3.0,0.627
343.15,20.0,39.02,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.701
323.15,13.5,19.02,6.12,0.0,0.0,0.0,0.0,0.0,0.0,1.237
353.15,5.0,49.02,-2.38,2.0,0.0,0.0,0.0,0.0,2.0,0.372
298.15,10.0,-5.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,1.432
333.05,8.67,28.92,1.29,5.999,0.0,0.0,0.0,0.0,5.999,0.3965
433.15,40.0,129.02,32.62,5.0,0.0,0.0,0.0,0.0,5.0,0.759
353.15,10.5,49.02,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.927
423.95,12.63,119.82,5.25,0.0,0.0,1.0,0.0,0.0,2.0,0.549365844974454
323.15,23.0,19.02,15.62,0.0,0.0,0.0,0.0,0.0,0.0,1.324
333.16,1.141,29.03,-6.24,3.997,0.0,0.0,0.0,0.0,3.997,0.0909
333.15,4.128,29.02,-3.25,4.02,0.0,0.0,0.0,2.01,0.0,0.2018
309.74,23.0,5.61,15.62,0.0,0.0,0.0,5.0,0.0,10.0,0.256518502928885
353.15,21.0,49.02,13.62,0.0,0.0,0.0,0.0,0.0,0.0,1.172
433.15,0.578,129.02,-6.8,4.004,0.0,0.0,0.0,2.002,0.0,0.0
303.15,17.0,-0.98,9.62,0.0,0.0,0.0,0.0,0.0,0.0,1.43
323.15,15.0,19.02,7.62,0.0,0.0,0.0,0.0,0.0,0.0,1.245
283.15,20.0,-20.98,12.62,1.0,0.0,0.0,0.0,0.0,1.0,1.422
353.15,11.0,49.02,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.946
323.15,1.6,19.02,-5.78,0.0,0.0,1.0,0.0,0.0,2.0,0.188
333.15,30.0,29.02,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.326
343.15,5.0,39.02,-2.38,3.0,0.0,0.0,0.0,0.0,3.0,0.356
313.15,9.0,9.02,1.62,1.0,0.0,0.0,0.0,0.0,1.0,0.978
323.15,10.14,19.02,2.76,0.0,0.0,1.0,0.0,0.0,2.0,0.777
313.15,10.0,9.02,2.62,0.0,0.0,0.0,0.0,0.0,0.0,1.257
303.15,20.0,-0.98,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.456
393.15,2.03,89.02,-5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.181549349179768
313.15,120.0,9.02,112.62,0.0,0.0,0.0,0.0,0.0,0.0,2.148
313.15,9.5,9.02,2.12,0.0,0.0,0.0,0.0,0.0,0.0,1.244
313.15,12.0,9.02,4.62,2.0,0.0,0.0,0.0,0.0,2.0,0.84
303.15,26.0,-0.98,18.62,1.0,0.0,0.0,0.0,0.0,1.0,1.243
333.15,11.0,29.02,3.62,1.0,0.0,0.0,0.0,0.0,1.0,0.876
293.01,2.349,-11.12,-5.03,0.0,0.0,0.0,0.0,0.0,0.0,0.799573724769168
313.22,1.232,9.09,-6.15,5.999,0.0,0.0,0.0,0.0,5.999,0.1035
343.15,23.0,39.02,15.62,2.0,0.0,0.0,0.0,0.0,2.0,0.837
343.15,4.0,39.02,-3.38,1.0,0.0,0.0,0.0,0.0,1.0,0.427
343.15,30.0,39.02,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.286
473.15,40.0,169.02,32.62,5.0,0.0,0.0,0.0,0.0,5.0,0.852
323.2,8.08,19.07,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.07508691760861
353.15,12.0,49.02,4.62,2.0,0.0,0.0,0.0,0.0,2.0,0.657
353.11,2.032,48.98,-5.35,5.999,0.0,0.0,0.0,0.0,5.999,0.1021
473.15,90.0,169.02,82.62,0.0,0.0,0.0,0.0,0.0,0.0,3.751
373.0,10.0,68.87,2.62,2.9858,0.0222,0.2535,0.3937,0.0001,4.3022,0.376
293.15,40.0,-10.98,32.62,1.0,0.0,0.0,0.0,0.0,1.0,1.429
353.15,2.973,49.02,-4.4,2.022,0.0,0.0,0.0,1.011,0.0,0.2004
353.15,11.0,49.02,3.62,2.0,0.0,0.0,0.0,0.0,2.0,0.627
333.15,26.0,29.02,18.62,3.0,0.0,0.0,0.0,0.0,3.0,0.756
313.15,20.0,9.02,12.62,1.0,0.0,0.0,0.0,0.0,1.0,1.096
293.15,20.0,-10.98,12.62,1.0,0.0,0.0,0.0,0.0,1.0,1.27
333.15,20.0,29.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.27
373.0,15.0,68.87,7.62,0.0,1.0,0.0,0.0,0.0,1.0,0.895
333.15,6.09,29.02,-1.29,0.0,0.0,0.0,0.2,0.0,0.4,0.74
273.15,10.0,-30.98,2.62,0.0,0.0,0.0,0.0,0.0,0.0,1.895
344.2,7.62,40.07,0.24,0.0,0.0,1.0,0.0,0.0,2.0,0.560690640789224
299.32,0.452,-4.81,-6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.145814132890067
323.0,15.0,18.87,7.62,0.0,4.0,0.0,0.0,0.0,4.0,0.88
333.15,12.0,29.02,4.62,0.0,0.0,0.0,0.0,0.0,0.0,1.142
313.15,12.0,9.02,4.62,1.0,0.0,0.0,0.0,0.0,1.0,1.014
423.15,15.0,119.02,7.62,0.0,0.0,0.0,0.0,0.0,0.0,1.001
433.15,1.567,129.02,-5.81,2.026,0.0,0.0,0.0,1.013,0.0,0.0498
333.15,15.0,29.02,7.62,2.0,0.0,0.0,0.0,0.0,2.0,0.789
313.15,8.5,9.02,1.12,0.0,0.0,0.0,0.0,0.0,0.0,1.217
423.15,15.12,119.02,7.74,0.0,0.0,0.0,1.0,0.0,2.0,0.658
413.16,9.094,109.03,1.72,4.004,0.0,0.0,0.0,2.002,0.0,0.2792
323.15,20.02,19.02,12.64,1.0,0.0,0.0,0.0,0.0,1.0,1.06
333.2,14.11,29.07,6.73,0.0,0.0,0.0,0.0,0.0,0.0,1.17910074477663
323.15,7.5,19.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.999
284.73,3.938,-19.4,-3.44,0.0,0.0,0.0,0.0,0.0,0.0,1.41628708706353
353.15,13.0,49.02,5.62,1.0,0.0,0.0,0.0,0.0,1.0,0.81
313.15,6.0,9.02,-1.38,1.0,0.0,0.0,0.0,0.0,1.0,0.812
373.15,20.0,69.02,12.62,1.0,0.0,0.0,0.0,0.0,1.0,0.937
423.15,15.29,119.02,7.91,0.0,0.0,0.0,6.0,0.0,12.0,0.18
303.15,15.0,-0.98,7.62,2.0,0.0,0.0,0.0,0.0,2.0,0.933
344.67,2.58,40.54,-4.8,0.0,0.0,0.0,1.0,0.0,2.0,0.222925194530655
343.15,11.5,39.02,4.12,0.0,0.0,0.0,0.0,0.0,0.0,1.042
333.15,3.0,29.02,-4.38,3.0,0.0,0.0,0.0,0.0,3.0,0.275
373.15,60.0,69.02,52.62,0.0,0.0,0.0,0.0,0.0,0.0,1.713
373.15,15.0,69.02,7.62,6.0,0.0,0.0,0.0,0.0,6.0,0.427
353.15,8.0,49.02,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.781
333.16,7.159,29.03,-0.22,4.02,0.0,0.0,0.0,2.01,0.0,0.3038
313.15,10.0,9.02,2.62,0.0,0.0,0.0,0.0,0.0,0.0,1.232
333.15,4.0,29.02,-3.38,2.0,0.0,0.0,0.0,0.0,2.0,0.393
323.15,17.0,19.02,9.62,1.0,0.0,0.0,0.0,0.0,1.0,1.013
303.15,11.0,-0.98,3.62,0.0,0.0,0.0,0.0,0.0,0.0,1.37
323.15,8.0,19.02,0.62,0.0,0.0,0.0,0.0,0.0,0.0,1.039
424.64,29.41,120.51,22.03,0.0,0.0,0.0,5.0,0.0,10.0,0.267725273817362
278.15,40.0,-25.98,32.62,3.0,0.0,0.0,0.0,0.0,3.0,1.115
333.2,11.1,29.07,3.72,0.0,0.0,0.0,0.0,0.0,0.0,1.10394133983166
373.15,20.18,69.02,12.8,0.0,0.0,1.0,0.0,0.0,2.0,0.769
313.15,4.0,9.02,-3.38,2.0,0.0,0.0,0.0,0.0,2.0,0.515
343.15,6.0,39.02,-1.38,2.0,0.0,0.0,0.0,0.0,2.0,0.466
473.15,20.0,169.02,12.62,5.0,0.0,0.0,0.0,0.0,5.0,0.553
333.15,30.0,29.02,22.62,0.0,0.0,0.0,0.0,0.0,0.0,1.36
323.0,15.0,18.87,7.62,0.0,0.0,0.0,2.0,0.0,4.0,0.618
343.15,26.0,39.02,18.62,2.0,0.0,0.0,0.0,0.0,2.0,0.862
353.15,20.0,49.02,12.62,5.0,0.0,0.0,0.0,0.0,5.0,0.553
453.15,10.0,149.02,2.62,1.0,0.0,0.0,0.0,0.0,1.0,0.551
424.39,4.7,120.26,-2.68,0.0,0.0,5.0,0.0,0.0,10.0,0.0722548167313238
533.15,20.0,229.02,12.62,0.0,0.0,0.0,0.0,0.0,0.0,1.618
373.1,19.02,68.97,11.64,3.0,0.0,0.0,0.0,0.0,3.0,0.628736319470136
353.15,6.842,49.02,-0.54,4.02,0.0,0.0,0.0,2.01,0.0,0.2534
313.15,30.0,9.02,22.62,3.0,0.0,0.0,0.0,0.0,3.0,0.843
313.19,5.123,9.06,-2.25,3.997,0.0,0.0,0.0,0.0,3.997,0.4529
423.0,15.0,118.87,7.62,2.9858,0.0222,0.2535,0.3937,0.0001,4.3022,0.446
433.09,6.461,128.96,-0.92,4.004,0.0,0.0,0.0,2.002,0.0,0.2024
333.15,10.0,29.02,2.62,3.0,0.0,0.0,0.0,0.0,3.0,0.601
433.14,7.827,129.01,0.45,2.026,0.0,0.0,0.0,1.013,0.0,0.3511
393.15,10.0,89.02,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.735
373.0,15.0,68.87,7.62,1.334,0.0,0.0,0.0,0.667,0.0,0.729
333.2,10.09,29.07,2.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0520245487562
333.15,13.0,29.02,5.62,3.0,0.0,0.0,0.0,0.0,3.0,0.663
309.61,2.73,5.48,-4.65,0.0,0.0,0.0,3.0,0.0,6.0,0.200552132052669
313.15,11.0,9.02,3.62,0.0,0.0,0.0,0.0,0.0,0.0,1.271
423.0,17.5,118.87,10.12,1.0601,0.0,0.0,0.2172,0.0,1.4945,0.78
303.15,11.0,-0.98,3.62,3.0,0.0,0.0,0.0,0.0,3.0,0.764
313.19,6.917,9.06,-0.46,3.997,0.0,0.0,0.0,0.0,3.997,0.5497
323.15,30.0,19.02,22.62,2.0,0.0,0.0,0.0,0.0,2.0,0.931
473.15,20.0,169.02,12.62,3.0,0.0,0.0,0.0,0.0,3.0,0.722
323.1,14.2,18.97,6.82,0.0,0.0,0.0,0.0,0.0,0.0,1.21385705121842
353.15,15.5,49.02,8.12,0.0,0.0,0.0,0.0,0.0,0.0,1.076
293.15,50.0,-10.98,42.62,0.0,0.0,0.0,0.0,0.0,0.0,1.916
353.1,11.1,48.97,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.971454093470515
333.15,8.599,29.02,1.22,2.024,0.0,0.0,0.0,1.012,0.0,0.5578
283.15,20.0,-20.98,12.62,5.0,0.0,0.0,0.0,0.0,5.0,0.686
353.15,50.0,49.02,42.62,0.0,0.0,0.0,0.0,0.0,0.0,1.52
289.2,2.062,-14.93,-5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.799573724769168
343.15,7.0,39.02,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.781
323.15,3.0,19.02,-4.38,3.0,0.0,0.0,0.0,0.0,3.0,0.32
